"ITTER107","Territory","TIPO_DATO5","Data type","AGRI_MADRE","Type of crop","TIME","Select time","Value","Flag Codes","Flags"
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",61304,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",60760,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",42534,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",72284,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",84165,,
"ITC45","Milano","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",101101,,
"ITC11","Torino","ART","total area - hectares","SOYA","soya beans","2010","2010",1302,"e","estimate data"
"ITC11","Torino","ART","total area - hectares","SOYA","soya beans","2011","2011",1300,,
"ITC11","Torino","ART","total area - hectares","SOYA","soya beans","2012","2012",2181,"e","estimate data"
"ITC11","Torino","ART","total area - hectares","SOYA","soya beans","2013","2013",2610,,
"ITC11","Torino","ART","total area - hectares","SOYA","soya beans","2014","2014",3061,,
"ITC11","Torino","ART","total area - hectares","SOYA","soya beans","2015","2015",7104,,
"ITD3","Veneto","ART","total area - hectares","SOYA","soya beans","2010","2010",64386,,
"ITD3","Veneto","ART","total area - hectares","SOYA","soya beans","2011","2011",76825,,
"ITD3","Veneto","ART","total area - hectares","SOYA","soya beans","2012","2012",68663,,
"ITD3","Veneto","ART","total area - hectares","SOYA","soya beans","2013","2013",85227,,
"ITD3","Veneto","ART","total area - hectares","SOYA","soya beans","2014","2014",121440,,
"ITD3","Veneto","ART","total area - hectares","SOYA","soya beans","2015","2015",134364,,
"ITD44","Trieste","ART","total area - hectares","SOYA","soya beans","2011","2011",171,"e","estimate data"
"ITD44","Trieste","ART","total area - hectares","SOYA","soya beans","2012","2012",227,"e","estimate data"
"ITD44","Trieste","ART","total area - hectares","SOYA","soya beans","2013","2013",5,,
"ITD44","Trieste","ART","total area - hectares","SOYA","soya beans","2014","2014",5,,
"ITD44","Trieste","ART","total area - hectares","SOYA","soya beans","2015","2015",335,,
"ITD43","Gorizia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",59350,"e","estimate data"
"ITD43","Gorizia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",62175,"e","estimate data"
"ITD43","Gorizia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",104463,"e","estimate data"
"ITD43","Gorizia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",75329,,
"ITD43","Gorizia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",59931,,
"ITD43","Gorizia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",363168,,
"ITD51","Piacenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",39800,,
"ITD51","Piacenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",33320,,
"ITD51","Piacenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",24200,,
"ITD51","Piacenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",21800,,
"ITD51","Piacenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",53440,,
"ITD51","Piacenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",55450,"e","estimate data"
"ITE12","Lucca","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",116,,
"ITE12","Lucca","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",140,,
"ITE12","Lucca","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",120,,
"ITE12","Lucca","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",75,,
"ITE12","Lucca","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",65,,
"ITE12","Lucca","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",68,"e","estimate data"
"ITE1","Toscana","ART","total area - hectares","SOYA","soya beans","2010","2010",311,,
"ITE1","Toscana","ART","total area - hectares","SOYA","soya beans","2011","2011",314,,
"ITE1","Toscana","ART","total area - hectares","SOYA","soya beans","2012","2012",146,,
"ITE1","Toscana","ART","total area - hectares","SOYA","soya beans","2013","2013",338,,
"ITE1","Toscana","ART","total area - hectares","SOYA","soya beans","2014","2014",426,,
"ITE1","Toscana","ART","total area - hectares","SOYA","soya beans","2015","2015",433,,
"ITC17","Asti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",8100,"e","estimate data"
"ITC17","Asti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",9587,"e","estimate data"
"ITC17","Asti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",14578,"e","estimate data"
"ITC17","Asti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",14260,,
"ITC17","Asti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",25550,,
"ITC17","Asti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",47451,,
"ITE19","Siena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",456,,
"ITE19","Siena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",152,,
"ITE19","Siena","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",159,,
"ITD36","Padova","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",220344,,
"ITD36","Padova","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",219387,,
"ITD36","Padova","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",134910,,
"ITD36","Padova","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",525040,,
"ITD36","Padova","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",886050,,
"ITD36","Padova","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",743160,,
"ITC18","Alessandria","ART","total area - hectares","SOYA","soya beans","2010","2010",1302,"e","estimate data"
"ITC18","Alessandria","ART","total area - hectares","SOYA","soya beans","2011","2011",1327,"e","estimate data"
"ITC18","Alessandria","ART","total area - hectares","SOYA","soya beans","2012","2012",1361,"e","estimate data"
"ITC18","Alessandria","ART","total area - hectares","SOYA","soya beans","2013","2013",1416,,
"ITC18","Alessandria","ART","total area - hectares","SOYA","soya beans","2014","2014",2144,,
"ITC18","Alessandria","ART","total area - hectares","SOYA","soya beans","2015","2015",3732,,
"ITE17","Pisa","ART","total area - hectares","SOYA","soya beans","2010","2010",50,,
"ITE17","Pisa","ART","total area - hectares","SOYA","soya beans","2011","2011",38,,
"ITE17","Pisa","ART","total area - hectares","SOYA","soya beans","2012","2012",52,,
"ITE17","Pisa","ART","total area - hectares","SOYA","soya beans","2013","2013",150,,
"ITE17","Pisa","ART","total area - hectares","SOYA","soya beans","2014","2014",175,,
"ITE17","Pisa","ART","total area - hectares","SOYA","soya beans","2015","2015",167,,
"ITD55","Bologna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",87800,,
"ITD55","Bologna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",60960,,
"ITD55","Bologna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",25450,,
"ITD55","Bologna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",30550,,
"ITD55","Bologna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",76376,,
"ITD55","Bologna","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",133046,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",25019,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",18034,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",23273,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",25740,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",25567,,
"ITC46","Bergamo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",61824,,
"ITD56","Ferrara","ART","total area - hectares","SOYA","soya beans","2010","2010",15085,,
"ITD56","Ferrara","ART","total area - hectares","SOYA","soya beans","2011","2011",17300,,
"ITD56","Ferrara","ART","total area - hectares","SOYA","soya beans","2012","2012",10750,,
"ITD56","Ferrara","ART","total area - hectares","SOYA","soya beans","2013","2013",16123,,
"ITD56","Ferrara","ART","total area - hectares","SOYA","soya beans","2014","2014",18121,,
"ITD56","Ferrara","ART","total area - hectares","SOYA","soya beans","2015","2015",25093,,
"ITD37","Rovigo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",554400,,
"ITD37","Rovigo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",480000,,
"ITD37","Rovigo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",274000,,
"ITD37","Rovigo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",762701,,
"ITD37","Rovigo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1166628,,
"ITD37","Rovigo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",848730,,
"ITE4","Lazio","ART","total area - hectares","SOYA","soya beans","2010","2010",174,,
"ITE4","Lazio","ART","total area - hectares","SOYA","soya beans","2011","2011",155,,
"ITE4","Lazio","ART","total area - hectares","SOYA","soya beans","2012","2012",111,,
"ITE4","Lazio","ART","total area - hectares","SOYA","soya beans","2013","2013",110,,
"ITE4","Lazio","ART","total area - hectares","SOYA","soya beans","2014","2014",84,,
"ITE4","Lazio","ART","total area - hectares","SOYA","soya beans","2015","2015",88,,
"ITC12","Vercelli","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",16000,"e","estimate data"
"ITC12","Vercelli","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",23500,"e","estimate data"
"ITC12","Vercelli","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",35733,"e","estimate data"
"ITC12","Vercelli","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",60896,,
"ITC12","Vercelli","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",65011,,
"ITC12","Vercelli","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",72845,,
"ITC4B","Mantova","ART","total area - hectares","SOYA","soya beans","2010","2010",9080,,
"ITC4B","Mantova","ART","total area - hectares","SOYA","soya beans","2011","2011",11600,,
"ITC4B","Mantova","ART","total area - hectares","SOYA","soya beans","2012","2012",8300,,
"ITC4B","Mantova","ART","total area - hectares","SOYA","soya beans","2013","2013",11400,,
"ITC4B","Mantova","ART","total area - hectares","SOYA","soya beans","2014","2014",14000,,
"ITC4B","Mantova","ART","total area - hectares","SOYA","soya beans","2015","2015",19850,,
"ITC4A","Cremona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",199276,,
"ITC4A","Cremona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",245952,,
"ITC4A","Cremona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",145120,,
"ITC4A","Cremona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",171675,,
"ITC4A","Cremona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",262125,,
"ITC4A","Cremona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",299950,,
"ITD35","Venezia","ART","total area - hectares","SOYA","soya beans","2010","2010",26200,,
"ITD35","Venezia","ART","total area - hectares","SOYA","soya beans","2011","2011",29500,,
"ITD35","Venezia","ART","total area - hectares","SOYA","soya beans","2012","2012",25820,,
"ITD35","Venezia","ART","total area - hectares","SOYA","soya beans","2013","2013",26793,,
"ITD35","Venezia","ART","total area - hectares","SOYA","soya beans","2014","2014",40460,,
"ITD35","Venezia","ART","total area - hectares","SOYA","soya beans","2015","2015",41153,,
"ITE42","Rieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",2400,,
"ITE42","Rieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",1450,,
"ITE42","Rieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",700,,
"ITE42","Rieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",580,,
"ITE42","Rieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",290,,
"ITE42","Rieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",290,,
"ITF62","Crotone","ART","total area - hectares","SOYA","soya beans","2010","2010",3,"e","estimate data"
"ITF62","Crotone","ART","total area - hectares","SOYA","soya beans","2011","2011",3,"e","estimate data"
"ITF62","Crotone","ART","total area - hectares","SOYA","soya beans","2012","2012",3,"e","estimate data"
"ITF61","Cosenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1200,"e","estimate data"
"ITF61","Cosenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",2005,,
"ITF61","Cosenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",3025,,
"ITF61","Cosenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",2750,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",61304,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",60760,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",42534,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",72284,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",84165,,
"ITC45","Milano","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",101101,,
"ITE","Centro (I)","ART","total area - hectares","SOYA","soya beans","2010","2010",1187,,
"ITE","Centro (I)","ART","total area - hectares","SOYA","soya beans","2011","2011",1225,,
"ITE","Centro (I)","ART","total area - hectares","SOYA","soya beans","2012","2012",811,,
"ITE","Centro (I)","ART","total area - hectares","SOYA","soya beans","2013","2013",808,,
"ITE","Centro (I)","ART","total area - hectares","SOYA","soya beans","2014","2014",1112,,
"ITE","Centro (I)","ART","total area - hectares","SOYA","soya beans","2015","2015",1121,,
"ITE2","Umbria","ART","total area - hectares","SOYA","soya beans","2010","2010",120,,
"ITE2","Umbria","ART","total area - hectares","SOYA","soya beans","2011","2011",118,,
"ITE2","Umbria","ART","total area - hectares","SOYA","soya beans","2012","2012",120,,
"ITE2","Umbria","ART","total area - hectares","SOYA","soya beans","2013","2013",124,,
"ITE2","Umbria","ART","total area - hectares","SOYA","soya beans","2014","2014",118,,
"ITE2","Umbria","ART","total area - hectares","SOYA","soya beans","2015","2015",122,,
"ITF42","Bari","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",30,,
"ITF42","Bari","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",250,,
"ITC17","Asti","ART","total area - hectares","SOYA","soya beans","2010","2010",366,"e","estimate data"
"ITC17","Asti","ART","total area - hectares","SOYA","soya beans","2011","2011",492,"e","estimate data"
"ITC17","Asti","ART","total area - hectares","SOYA","soya beans","2012","2012",514,"e","estimate data"
"ITC17","Asti","ART","total area - hectares","SOYA","soya beans","2013","2013",620,,
"ITC17","Asti","ART","total area - hectares","SOYA","soya beans","2014","2014",1111,,
"ITC17","Asti","ART","total area - hectares","SOYA","soya beans","2015","2015",2063,,
"ITC16","Cuneo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",24400,"e","estimate data"
"ITC16","Cuneo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",23500,"e","estimate data"
"ITC16","Cuneo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",35733,"e","estimate data"
"ITC16","Cuneo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",25700,,
"ITC16","Cuneo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",32900,,
"ITC16","Cuneo","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",96360,,
"ITF43","Taranto","ART","total area - hectares","SOYA","soya beans","2010","2010",10,,
"ITF43","Taranto","ART","total area - hectares","SOYA","soya beans","2011","2011",5,,
"ITC43","Lecco","ART","total area - hectares","SOYA","soya beans","2010","2010",41,,
"ITC43","Lecco","ART","total area - hectares","SOYA","soya beans","2011","2011",68,,
"ITC43","Lecco","ART","total area - hectares","SOYA","soya beans","2012","2012",39,,
"ITC43","Lecco","ART","total area - hectares","SOYA","soya beans","2013","2013",120,,
"ITC43","Lecco","ART","total area - hectares","SOYA","soya beans","2014","2014",90,,
"ITC43","Lecco","ART","total area - hectares","SOYA","soya beans","2015","2015",202,,
"ITF14","Chieti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",360,,
"ITF14","Chieti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",360,,
"ITF14","Chieti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",340,,
"ITF14","Chieti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",340,,
"ITF14","Chieti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",360,,
"ITF14","Chieti","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",360,,
"ITD54","Modena","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",55100,,
"ITD54","Modena","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",39900,,
"ITD54","Modena","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",21560,,
"ITD54","Modena","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",28350,,
"ITD54","Modena","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",56800,,
"ITD54","Modena","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",93150,,
"ITE16","Livorno","ART","total area - hectares","SOYA","soya beans","2010","2010",60,,
"ITE16","Livorno","ART","total area - hectares","SOYA","soya beans","2011","2011",60,,
"ITE16","Livorno","ART","total area - hectares","SOYA","soya beans","2012","2012",50,,
"ITE16","Livorno","ART","total area - hectares","SOYA","soya beans","2013","2013",70,,
"ITE16","Livorno","ART","total area - hectares","SOYA","soya beans","2014","2014",65,,
"ITE16","Livorno","ART","total area - hectares","SOYA","soya beans","2015","2015",85,,
"ITE34","Ascoli Piceno","ART","total area - hectares","SOYA","soya beans","2011","2011",12,"e","estimate data"
"ITE34","Ascoli Piceno","ART","total area - hectares","SOYA","soya beans","2012","2012",9,,
"ITE34","Ascoli Piceno","ART","total area - hectares","SOYA","soya beans","2015","2015",15,,
"ITF6","Calabria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1225,,
"ITF6","Calabria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",2036,,
"ITF6","Calabria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",3049,,
"ITF6","Calabria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",2750,,
"ITF13","Pescara","ART","total area - hectares","SOYA","soya beans","2010","2010",42,,
"ITF13","Pescara","ART","total area - hectares","SOYA","soya beans","2011","2011",39,,
"ITF13","Pescara","ART","total area - hectares","SOYA","soya beans","2012","2012",38,,
"ITF13","Pescara","ART","total area - hectares","SOYA","soya beans","2013","2013",38,,
"ITF13","Pescara","ART","total area - hectares","SOYA","soya beans","2014","2014",44,,
"ITF13","Pescara","ART","total area - hectares","SOYA","soya beans","2015","2015",41,,
"ITC4A","Cremona","ART","total area - hectares","SOYA","soya beans","2010","2010",4529,,
"ITC4A","Cremona","ART","total area - hectares","SOYA","soya beans","2011","2011",5124,,
"ITC4A","Cremona","ART","total area - hectares","SOYA","soya beans","2012","2012",3628,,
"ITC4A","Cremona","ART","total area - hectares","SOYA","soya beans","2013","2013",4905,,
"ITC4A","Cremona","ART","total area - hectares","SOYA","soya beans","2014","2014",5825,,
"ITC4A","Cremona","ART","total area - hectares","SOYA","soya beans","2015","2015",8570,,
"ITD55","Bologna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",87800,,
"ITD55","Bologna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",60960,,
"ITD55","Bologna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",25450,,
"ITD55","Bologna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",30550,,
"ITD55","Bologna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",76376,,
"ITD55","Bologna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",133046,,
"ITC49","Lodi","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",111600,,
"ITC49","Lodi","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",94000,,
"ITC49","Lodi","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",72000,,
"ITC49","Lodi","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",98000,,
"ITC49","Lodi","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",128115,,
"ITC49","Lodi","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",218970,,
"ITD53","Reggio nell'Emilia","ART","total area - hectares","SOYA","soya beans","2010","2010",672,,
"ITD53","Reggio nell'Emilia","ART","total area - hectares","SOYA","soya beans","2011","2011",610,,
"ITD53","Reggio nell'Emilia","ART","total area - hectares","SOYA","soya beans","2012","2012",340,,
"ITD53","Reggio nell'Emilia","ART","total area - hectares","SOYA","soya beans","2013","2013",550,,
"ITD53","Reggio nell'Emilia","ART","total area - hectares","SOYA","soya beans","2014","2014",800,,
"ITD53","Reggio nell'Emilia","ART","total area - hectares","SOYA","soya beans","2015","2015",1330,,
"ITD36","Padova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",215449,,
"ITD36","Padova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",217193,,
"ITD36","Padova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",133133,,
"ITD36","Padova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",501413,,
"ITD36","Padova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",846178,,
"ITD36","Padova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",709718,,
"ITD34","Treviso","ART","total area - hectares","SOYA","soya beans","2010","2010",6150,,
"ITD34","Treviso","ART","total area - hectares","SOYA","soya beans","2011","2011",13500,,
"ITD34","Treviso","ART","total area - hectares","SOYA","soya beans","2012","2012",9900,,
"ITD34","Treviso","ART","total area - hectares","SOYA","soya beans","2013","2013",12233,,
"ITD34","Treviso","ART","total area - hectares","SOYA","soya beans","2014","2014",15900,,
"ITD34","Treviso","ART","total area - hectares","SOYA","soya beans","2015","2015",19745,,
"ITC1","Piemonte","ART","total area - hectares","SOYA","soya beans","2010","2010",6632,,
"ITC1","Piemonte","ART","total area - hectares","SOYA","soya beans","2011","2011",6725,,
"ITC1","Piemonte","ART","total area - hectares","SOYA","soya beans","2012","2012",7886,,
"ITC1","Piemonte","ART","total area - hectares","SOYA","soya beans","2013","2013",9380,,
"ITC1","Piemonte","ART","total area - hectares","SOYA","soya beans","2014","2014",12815,,
"ITC1","Piemonte","ART","total area - hectares","SOYA","soya beans","2015","2015",23239,,
"ITE21","Perugia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",3120,,
"ITE21","Perugia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",3068,,
"ITE21","Perugia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1800,,
"ITE21","Perugia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",1900,,
"ITE21","Perugia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1712,,
"ITE21","Perugia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",1830,,
"ITE45","Frosinone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",285,,
"ITE45","Frosinone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",300,,
"ITE45","Frosinone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",300,,
"ITE45","Frosinone","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",150,,
"ITF61","Cosenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",1200,"e","estimate data"
"ITF61","Cosenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",2005,,
"ITF61","Cosenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",3000,,
"ITF61","Cosenza","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",2700,,
"ITFG","Mezzogiorno","ART","total area - hectares","SOYA","soya beans","2010","2010",166,,
"ITFG","Mezzogiorno","ART","total area - hectares","SOYA","soya beans","2011","2011",167,,
"ITFG","Mezzogiorno","ART","total area - hectares","SOYA","soya beans","2012","2012",173,,
"ITFG","Mezzogiorno","ART","total area - hectares","SOYA","soya beans","2013","2013",162,,
"ITFG","Mezzogiorno","ART","total area - hectares","SOYA","soya beans","2014","2014",111,,
"ITFG","Mezzogiorno","ART","total area - hectares","SOYA","soya beans","2015","2015",106,,
"ITD42","Udine","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",611213,"e","estimate data"
"ITD42","Udine","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",461213,"e","estimate data"
"ITD42","Udine","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",774905,"e","estimate data"
"ITD42","Udine","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",615777,,
"ITD42","Udine","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",621560,,
"ITD42","Udine","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",1690456,,
"ITD43","Gorizia","ART","total area - hectares","SOYA","soya beans","2010","2010",2842,"e","estimate data"
"ITD43","Gorizia","ART","total area - hectares","SOYA","soya beans","2011","2011",2361,"e","estimate data"
"ITD43","Gorizia","ART","total area - hectares","SOYA","soya beans","2012","2012",3133,"e","estimate data"
"ITD43","Gorizia","ART","total area - hectares","SOYA","soya beans","2013","2013",2779,,
"ITD43","Gorizia","ART","total area - hectares","SOYA","soya beans","2014","2014",2890,,
"ITD43","Gorizia","ART","total area - hectares","SOYA","soya beans","2015","2015",7566,,
"ITC12","Vercelli","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",14555,"e","estimate data"
"ITC12","Vercelli","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",23500,"e","estimate data"
