"ITTER107","Territory","TIPO_DATO5","Data type","AGRI_MADRE","Type of crop","TIME","Select time","Value","Flag Codes","Flags"
"ITC18","Alessandria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",41807,"e","estimate data"
"ITC18","Alessandria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",63570,"e","estimate data"
"ITC18","Alessandria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",63720,,
"ITC18","Alessandria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",96495,,
"ITC18","Alessandria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",167943,,
"ITD5","Emilia-Romagna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",858395,,
"ITD5","Emilia-Romagna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",761904,,
"ITD5","Emilia-Romagna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",282180,,
"ITD5","Emilia-Romagna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",682082,,
"ITD5","Emilia-Romagna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1112423,,
"ITD5","Emilia-Romagna","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",1073332,,
"ITC47","Brescia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",60920,,
"ITC47","Brescia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",85995,,
"ITC47","Brescia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",63900,,
"ITC47","Brescia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",66520,,
"ITC47","Brescia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",125055,,
"ITC47","Brescia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",185980,,
"ITD31","Verona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",246000,,
"ITD31","Verona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",260000,,
"ITD31","Verona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",182000,,
"ITD31","Verona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",301020,,
"ITD31","Verona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",515700,,
"ITD31","Verona","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",433962,,
"ITC45","Milano","ART","total area - hectares","SOYA","soya beans","2010","2010",1930,,
"ITC45","Milano","ART","total area - hectares","SOYA","soya beans","2011","2011",1845,,
"ITC45","Milano","ART","total area - hectares","SOYA","soya beans","2012","2012",1440,,
"ITC45","Milano","ART","total area - hectares","SOYA","soya beans","2013","2013",2500,,
"ITC45","Milano","ART","total area - hectares","SOYA","soya beans","2014","2014",2750,,
"ITC45","Milano","ART","total area - hectares","SOYA","soya beans","2015","2015",3833,,
"ITE31","Pesaro e Urbino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",3600,,
"ITE31","Pesaro e Urbino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",2640,,
"ITE31","Pesaro e Urbino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1760,,
"ITE31","Pesaro e Urbino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",273,,
"ITE31","Pesaro e Urbino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",375,,
"ITF1","Abruzzo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",3183,,
"ITF1","Abruzzo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",3089,,
"ITF1","Abruzzo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",3066,,
"ITF1","Abruzzo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",3183,,
"ITF1","Abruzzo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",3357,,
"ITF1","Abruzzo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",3185,,
"ITD54","Modena","ART","total area - hectares","SOYA","soya beans","2010","2010",1450,,
"ITD54","Modena","ART","total area - hectares","SOYA","soya beans","2011","2011",1330,,
"ITD54","Modena","ART","total area - hectares","SOYA","soya beans","2012","2012",770,,
"ITD54","Modena","ART","total area - hectares","SOYA","soya beans","2013","2013",810,,
"ITD54","Modena","ART","total area - hectares","SOYA","soya beans","2014","2014",1420,,
"ITD54","Modena","ART","total area - hectares","SOYA","soya beans","2015","2015",3105,,
"ITC1","Piemonte","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",149818,,
"ITC1","Piemonte","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",151994,,
"ITC1","Piemonte","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",214736,,
"ITC1","Piemonte","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",280176,,
"ITC1","Piemonte","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",392546,,
"ITC1","Piemonte","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",690177,,
"ITC4B","Mantova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",363200,,
"ITC4B","Mantova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",464000,,
"ITC4B","Mantova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",290500,,
"ITC4B","Mantova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",399000,,
"ITC4B","Mantova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",630000,,
"ITC4B","Mantova","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",893250,,
"ITC49","Lodi","ART","total area - hectares","SOYA","soya beans","2010","2010",2480,,
"ITC49","Lodi","ART","total area - hectares","SOYA","soya beans","2011","2011",2350,,
"ITC49","Lodi","ART","total area - hectares","SOYA","soya beans","2012","2012",1800,,
"ITC49","Lodi","ART","total area - hectares","SOYA","soya beans","2013","2013",2450,,
"ITC49","Lodi","ART","total area - hectares","SOYA","soya beans","2014","2014",2847,,
"ITC49","Lodi","ART","total area - hectares","SOYA","soya beans","2015","2015",4866,,
"ITD56","Ferrara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",588315,,
"ITD56","Ferrara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",570900,,
"ITD56","Ferrara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",182750,,
"ITD56","Ferrara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",548182,,
"ITD56","Ferrara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",851687,,
"ITD56","Ferrara","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",677511,,
"ITFG","Mezzogiorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",4793,,
"ITFG","Mezzogiorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",5466,,
"ITFG","Mezzogiorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",6124,,
"ITFG","Mezzogiorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",5935,,
"ITFG","Mezzogiorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",3360,,
"ITFG","Mezzogiorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",3187,,
"ITE17","Pisa","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",1190,,
"ITE17","Pisa","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",918,,
"ITE17","Pisa","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1050,,
"ITE17","Pisa","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",3100,,
"ITE17","Pisa","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",3510,,
"ITE17","Pisa","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",3387,,
"ITC11","Torino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",14455,"e","estimate data"
"ITC11","Torino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",14500,,
"ITC11","Torino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",22048,"e","estimate data"
"ITC11","Torino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",80910,,
"ITC11","Torino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",94895,,
"ITC11","Torino","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",220226,,
"ITE","Centro (I)","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",32406,,
"ITE","Centro (I)","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",30993,,
"ITE","Centro (I)","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",15636,,
"ITE","Centro (I)","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",18081,,
"ITE","Centro (I)","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",26393,,
"ITE","Centro (I)","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",27788,,
"ITF6","Calabria","ART","total area - hectares","SOYA","soya beans","2010","2010",43,,
"ITF6","Calabria","ART","total area - hectares","SOYA","soya beans","2011","2011",47,,
"ITF6","Calabria","ART","total area - hectares","SOYA","soya beans","2012","2012",58,,
"ITF6","Calabria","ART","total area - hectares","SOYA","soya beans","2013","2013",55,,
"ITE3","Marche","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",16197,,
"ITE3","Marche","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",15711,,
"ITE3","Marche","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",9195,,
"ITE3","Marche","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",5903,,
"ITE3","Marche","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",12812,,
"ITE3","Marche","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",13674,,
"ITE21","Perugia","ART","total area - hectares","SOYA","soya beans","2010","2010",120,,
"ITE21","Perugia","ART","total area - hectares","SOYA","soya beans","2011","2011",118,,
"ITE21","Perugia","ART","total area - hectares","SOYA","soya beans","2012","2012",120,,
"ITE21","Perugia","ART","total area - hectares","SOYA","soya beans","2013","2013",124,,
"ITE21","Perugia","ART","total area - hectares","SOYA","soya beans","2014","2014",118,,
"ITE21","Perugia","ART","total area - hectares","SOYA","soya beans","2015","2015",122,,
"ITE45","Frosinone","ART","total area - hectares","SOYA","soya beans","2012","2012",19,,
"ITE45","Frosinone","ART","total area - hectares","SOYA","soya beans","2013","2013",20,,
"ITE45","Frosinone","ART","total area - hectares","SOYA","soya beans","2014","2014",15,,
"ITE45","Frosinone","ART","total area - hectares","SOYA","soya beans","2015","2015",10,,
"ITF62","Crotone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",23,"e","estimate data"
"ITF62","Crotone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",29,"e","estimate data"
"ITF62","Crotone","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",22,"e","estimate data"
"ITD35","Venezia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",1074000,,
"ITD35","Venezia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",1100000,,
"ITD35","Venezia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",438940,,
"ITD35","Venezia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",1023493,,
"ITD35","Venezia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1661490,,
"ITD35","Venezia","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",1454141,,
"ITE2","Umbria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",3120,,
"ITE2","Umbria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",3068,,
"ITE2","Umbria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1800,,
"ITE2","Umbria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",1900,,
"ITE2","Umbria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1712,,
"ITE2","Umbria","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",1830,,
"ITD44","Trieste","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",3091,"e","estimate data"
"ITD44","Trieste","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",5193,"e","estimate data"
"ITD44","Trieste","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",104,,
"ITD44","Trieste","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",108,,
"ITD44","Trieste","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",15388,,
"ITF43","Taranto","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",300,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1230,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",2040,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1170,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",3600,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",2700,,
"ITC43","Lecco","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",5656,,
"ITD42","Udine","ART","total area - hectares","SOYA","soya beans","2010","2010",23501,"e","estimate data"
"ITD42","Udine","ART","total area - hectares","SOYA","soya beans","2011","2011",17283,"e","estimate data"
"ITD42","Udine","ART","total area - hectares","SOYA","soya beans","2012","2012",22931,"e","estimate data"
"ITD42","Udine","ART","total area - hectares","SOYA","soya beans","2013","2013",21238,,
"ITD42","Udine","ART","total area - hectares","SOYA","soya beans","2014","2014",21551,,
"ITD42","Udine","ART","total area - hectares","SOYA","soya beans","2015","2015",33809,,
"ITD3","Veneto","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",2407889,,
"ITD3","Veneto","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",2745893,,
"ITD3","Veneto","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1563653,,
"ITD3","Veneto","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",3110316,,
"ITD3","Veneto","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",5214042,,
"ITD3","Veneto","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",4391686,,
"ITE16","Livorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1500,,
"ITE16","Livorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",1500,,
"ITE16","Livorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1200,,
"ITE16","Livorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",1500,,
"ITE16","Livorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1450,,
"ITE16","Livorno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",1860,,
"ITF13","Pescara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1680,,
"ITF13","Pescara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",1560,,
"ITF13","Pescara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1520,,
"ITF13","Pescara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",1520,,
"ITF13","Pescara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1760,,
"ITF13","Pescara","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",1627,,
"ITE34","Ascoli Piceno","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",600,,
"ITF14","Chieti","ART","total area - hectares","SOYA","soya beans","2010","2010",20,,
"ITF14","Chieti","ART","total area - hectares","SOYA","soya beans","2011","2011",20,,
"ITF14","Chieti","ART","total area - hectares","SOYA","soya beans","2012","2012",17,,
"ITF14","Chieti","ART","total area - hectares","SOYA","soya beans","2013","2013",17,,
"ITF14","Chieti","ART","total area - hectares","SOYA","soya beans","2014","2014",18,,
"ITF14","Chieti","ART","total area - hectares","SOYA","soya beans","2015","2015",18,,
"ITC16","Cuneo","ART","total area - hectares","SOYA","soya beans","2010","2010",821,"e","estimate data"
"ITC16","Cuneo","ART","total area - hectares","SOYA","soya beans","2011","2011",820,"e","estimate data"
"ITC16","Cuneo","ART","total area - hectares","SOYA","soya beans","2012","2012",986,"e","estimate data"
"ITC16","Cuneo","ART","total area - hectares","SOYA","soya beans","2013","2013",1000,,
"ITC16","Cuneo","ART","total area - hectares","SOYA","soya beans","2014","2014",1295,,
"ITC16","Cuneo","ART","total area - hectares","SOYA","soya beans","2015","2015",4380,,
"ITC18","Alessandria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",41765,"e","estimate data"
"ITC18","Alessandria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",41742,"e","estimate data"
"ITC18","Alessandria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",63570,"e","estimate data"
"ITC18","Alessandria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",63720,,
"ITC18","Alessandria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",96495,,
"ITC18","Alessandria","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",167943,,
"ITD34","Treviso","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",215250,,
"ITD34","Treviso","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",513000,,
"ITD34","Treviso","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",346500,,
"ITD34","Treviso","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",366990,,
"ITD34","Treviso","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",747300,,
"ITD34","Treviso","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",651585,,
"ITF42","Bari","ART","total area - hectares","SOYA","soya beans","2010","2010",3,,
"ITF42","Bari","ART","total area - hectares","SOYA","soya beans","2011","2011",6,,
"ITF42","Bari","ART","total area - hectares","SOYA","soya beans","2012","2012",10,,
"ITD53","Reggio nell'Emilia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",22410,,
"ITD53","Reggio nell'Emilia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",21400,,
"ITD53","Reggio nell'Emilia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",11860,,
"ITD53","Reggio nell'Emilia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",19000,,
"ITD53","Reggio nell'Emilia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",29800,,
"ITD53","Reggio nell'Emilia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",47120,,
"IT","Italy","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",5524541,,
"IT","Italy","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",5646381,,
"IT","Italy","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",4221298,,
"IT","Italy","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",6243596,,
"IT","Italy","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",9331399,,
"IT","Italy","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",11169821,,
"ITF42","Bari","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",28,,
"ITF42","Bari","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",245,,
"ITE32","Ancona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",2420,,
"ITE32","Ancona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",2560,,
"ITE32","Ancona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",1040,,
"ITE32","Ancona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",2020,,
"ITE32","Ancona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",1430,,
"ITE32","Ancona","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",3770,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",24400,"e","estimate data"
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",23500,"e","estimate data"
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",35733,"e","estimate data"
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",25700,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",32900,,
"ITC16","Cuneo","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",96360,,
"ITE33","Macerata","ART","total area - hectares","SOYA","soya beans","2010","2010",337,,
"ITE33","Macerata","ART","total area - hectares","SOYA","soya beans","2011","2011",411,,
"ITE33","Macerata","ART","total area - hectares","SOYA","soya beans","2012","2012",305,,
"ITE33","Macerata","ART","total area - hectares","SOYA","soya beans","2013","2013",145,,
"ITE33","Macerata","ART","total area - hectares","SOYA","soya beans","2014","2014",420,,
"ITE33","Macerata","ART","total area - hectares","SOYA","soya beans","2015","2015",364,,
"ITE14","Firenze","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",1890,,
"ITE14","Firenze","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",2450,,
"ITE14","Firenze","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",175,,
"ITE14","Firenze","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",3500,,
"ITE14","Firenze","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",3850,,
"ITE14","Firenze","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",3750,,
"ITF14","Chieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",360,,
"ITF14","Chieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",360,,
"ITF14","Chieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",340,,
"ITF14","Chieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",340,,
"ITF14","Chieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",360,,
"ITF14","Chieti","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",360,,
"ITF12","Teramo","ART","total area - hectares","SOYA","soya beans","2010","2010",40,,
"ITF12","Teramo","ART","total area - hectares","SOYA","soya beans","2011","2011",45,,
"ITF12","Teramo","ART","total area - hectares","SOYA","soya beans","2012","2012",45,,
"ITF12","Teramo","ART","total area - hectares","SOYA","soya beans","2013","2013",45,,
"ITF12","Teramo","ART","total area - hectares","SOYA","soya beans","2014","2014",42,,
"ITF12","Teramo","ART","total area - hectares","SOYA","soya beans","2015","2015",40,,
"ITE4","Lazio","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2010","2010",3830,,
"ITE4","Lazio","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2011","2011",2930,,
"ITE4","Lazio","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2012","2012",1650,,
"ITE4","Lazio","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2013","2013",1620,,
"ITE4","Lazio","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2014","2014",1255,,
"ITE4","Lazio","HP_Q_EXT","harvested production - quintals ","SOYA","soya beans","2015","2015",1365,,
"ITC14","Verbano-Cusio-Ossola","ART","total area - hectares","SOYA","soya beans","2010","2010",10,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","ART","total area - hectares","SOYA","soya beans","2011","2011",10,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","ART","total area - hectares","SOYA","soya beans","2012","2012",10,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","ART","total area - hectares","SOYA","soya beans","2013","2013",10,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","ART","total area - hectares","SOYA","soya beans","2014","2014",7,"e","estimate data"
"ITC14","Verbano-Cusio-Ossola","ART","total area - hectares","SOYA","soya beans","2015","2015",8,,
"ITC48","Pavia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",162530,,
"ITC48","Pavia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",142350,,
"ITC48","Pavia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",124250,,
"ITC48","Pavia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",214500,,
"ITC48","Pavia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",221150,,
"ITC48","Pavia","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",256100,,
"ITD33","Belluno","ART","total area - hectares","SOYA","soya beans","2010","2010",10,,
"ITD33","Belluno","ART","total area - hectares","SOYA","soya beans","2011","2011",23,,
"ITD33","Belluno","ART","total area - hectares","SOYA","soya beans","2012","2012",23,,
"ITD33","Belluno","ART","total area - hectares","SOYA","soya beans","2013","2013",67,,
"ITD33","Belluno","ART","total area - hectares","SOYA","soya beans","2014","2014",90,,
"ITD33","Belluno","ART","total area - hectares","SOYA","soya beans","2015","2015",188,,
"ITD32","Vicenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2010","2010",106750,,
"ITD32","Vicenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2011","2011",187600,,
"ITD32","Vicenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2012","2012",192290,,
"ITD32","Vicenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2013","2013",173575,,
"ITD32","Vicenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2014","2014",321850,,
"ITD32","Vicenza","TP_QUIN_EXT","total production - quintals ","SOYA","soya beans","2015","2015",331881,,
"ITD52","Parma","ART","total area - hectares","SOYA","soya beans","2010","2010",530,,
"ITD52","Parma","ART","total area - hectares","SOYA","soya beans","2011","2011",330,,
"ITD52","Parma","ART","total area - hectares","SOYA","soya beans","2012","2012",280,,
"ITD52","Parma","ART","total area - hectares","SOYA","soya beans","2013","2013",320,,
